id,make,model,year,engine_cc,mileage_km,city,body_type,transmission,fuel_type,price_pkr,color,registered,num_owners
5251,Daihatsu,Sportage,2009,1600,176879,Faisalabad,MPV,Manual,CNG,1905878,Black,t,4
5253,Kia,Cultus,2009,1800,177676,Peshawar,Crossover,Automatic,Hybrid,2115431,Silver,t,4
5254,Honda,Cultus,2010,1500,11073,Lahore,MPV,Automatic,Diesel,1771998,Black,t,1
5255,Toyota,Corolla,2005,800,48243,Faisalabad,SUV,Automatic,Diesel,3098046,Red,t,3
5256,Hyundai,Lancer,2021,1600,170932,Lahore,SUV,Manual,CNG,1171138,Silver,t,3
5257,Honda,Civic,2013,1300,175230,Karachi,Pickup,Manual,Hybrid,3269042,Brown,t,4
5258,Honda,Corolla,2006,2000,26923,Multan,SUV,Manual,Diesel,1699743,Grey,t,2
5259,Kia,Tucson,2016,660,59643,Multan,Hatchback,Automatic,Diesel,3092096,Blue,t,1
5260,Toyota,City,2008,1500,28313,Faisalabad,Pickup,Manual,Hybrid,1382753,Brown,t,1
5263,Toyota,Civic,2011,2000,36120,Lahore,Pickup,Automatic,Diesel,2816942,Blue,t,3
5264,Suzuki,Sportage,2021,1800,57444,Karachi,Sedan,Automatic,Petrol,4705860,Green,t,1
5265,Daihatsu,Civic,2019,2000,10155,Quetta,Crossover,Manual,CNG,1383641,Grey,t,1
5266,Suzuki,Corolla,2023,1000,175686,Multan,Pickup,Manual,Petrol,3641195,Grey,t,3
5267,Suzuki,Corolla,2015,2400,149303,Faisalabad,SUV,Automatic,CNG,4334006,White,t,3
5268,Honda,Sportage,2012,1300,148738,Lahore,SUV,Manual,Petrol,3008066,Grey,f,1
5271,Daihatsu,Alto,2008,2000,42576,Islamabad,Hatchback,Manual,CNG,757915,Black,t,3
5273,Hyundai,Mira,2021,660,73346,Lahore,Sedan,Manual,Diesel,978221,White,t,3
5274,Toyota,Mira,2012,1800,58633,Karachi,MPV,Manual,Diesel,766144,Brown,t,3
5208,Toyota,Mira,2005,1500,,Islamabad,Pickup,Manual,CNG,1722617,Black,f,4
5223,Suzuki,Tucson,2011,660,,Quetta,Hatchback,Automatic,Diesel,1979235,Brown,t,3
5211,Toyota,City,2008,2400,48030,,SUV,Manual,Diesel,2693767,Green,t,1
5230,Daihatsu,City,2011,1000,34978,,Sedan,Automatic,Hybrid,3140963,Brown,t,4
5270,Mitsubishi,Corolla,2020,660,159071,,SUV,Manual,CNG,4413133,Grey,t,4
5207,Honda,Cultus,1800,1000,60501,Faisalabad,Pickup,Manual,Hybrid,2957960,Brown,t,2
5225,Honda,Mira,2035,1500,194095,Multan,Crossover,Manual,CNG,4076436,White,t,3
5226,Hyundai,Corolla,2035,1300,199167,Karachi,Sedan,Manual,Diesel,1800649,Brown,t,1
5229,Suzuki,Alto,1800,1300,70631,Multan,Pickup,Automatic,Diesel,3330024,Silver,t,4
5233,Kia,Civic,2099,1800,179140,Faisalabad,Crossover,Manual,Diesel,3283184,Grey,t,4
5222,Kia,Mira,2019,2400,62951,Faisalabad,Pickup,autmatic,Petrol,4942404,Black,t,3
5269,Kia,Lancer,2016,2000,140605,Multan,Hatchback,Manual,Petrol,-663880,Blue,f,1
5212,Toyota,Cultus,2013,31740,44095,Peshawar,Hatchback,Automatic,Hybrid,3735697,Black,t,1
5214,Suzuki,Corolla,2005,31289,158479,Islamabad,Hatchback,Automatic,Diesel,1286382,Blue,t,2
5261,Kia,Corolla,2035,23307,193133,Islamabad,Pickup,Manual,CNG,3081145,White,t,3
5243,Daihatsu,Corolla,2012,1500,101723,Peshawar,SUV,autmatic,Hybrid,3024612,Silver,t,3
5262,Honda,City,2020,1600,161628,Karachi,MPV,Manual,Gazoline,4916471,Red,t,4
5242,Toyota,Tucson,2011,800,175923,,Hatchback,Automatic,Gazoline,908027,Blue,t,1
5275,Suzuki,Tucson,2012,1600,127075,Faisalabad,Crossover,Automatic,CNG,2395985,White,t,1
5276,Hyundai,Lancer,2023,2000,92092,Faisalabad,Pickup,Manual,CNG,1426868,Red,t,2
5277,Mitsubishi,City,2022,1500,15916,Lahore,Pickup,Automatic,Petrol,2025479,Brown,t,4
5278,Honda,Mira,2023,1300,36105,Faisalabad,MPV,Automatic,Petrol,2480326,Brown,t,3
5279,Daihatsu,Lancer,2012,1000,90848,Faisalabad,Crossover,Automatic,CNG,4710297,White,t,1
5280,Suzuki,Mira,2018,1800,202070,Faisalabad,Pickup,Automatic,CNG,4888436,White,t,1
5283,Mitsubishi,Sportage,2010,660,74951,Karachi,Hatchback,Automatic,Hybrid,3185463,Green,t,1
5284,Hyundai,Alto,2015,2000,87959,Islamabad,SUV,Automatic,CNG,1386026,Silver,t,1
5285,Suzuki,Lancer,2023,800,164929,Peshawar,SUV,Automatic,Diesel,1878435,Black,t,4
5286,Mitsubishi,Tucson,2016,1000,44654,Peshawar,Hatchback,Automatic,Petrol,1768907,Silver,t,3
5288,Toyota,Alto,2006,660,42462,Peshawar,Pickup,Automatic,Hybrid,3181629,Brown,f,2
5289,Hyundai,Civic,2016,1300,34964,Karachi,Pickup,Automatic,Hybrid,1892390,White,t,2
5293,Daihatsu,City,2005,1800,87023,Karachi,SUV,Manual,CNG,2371620,Silver,t,4
5294,Suzuki,Sportage,2005,1600,92588,Islamabad,Sedan,Automatic,Hybrid,3319174,Green,t,1
5295,Honda,Civic,2013,1500,155289,Peshawar,SUV,Manual,Petrol,2971386,Red,t,2
5296,Suzuki,Corolla,2007,1800,117487,Peshawar,MPV,Manual,Hybrid,3389380,White,t,1
5297,Daihatsu,Tucson,2019,1500,202559,Karachi,SUV,Automatic,Diesel,2187774,Brown,t,3
5299,Mitsubishi,Civic,2014,800,105161,Quetta,SUV,Automatic,Hybrid,4251011,Brown,t,1
5300,Suzuki,Sportage,2009,2400,118956,Lahore,MPV,Manual,Hybrid,3759766,Silver,t,2
5301,Toyota,Mira,2014,2400,188216,Lahore,Crossover,Automatic,CNG,1259721,Blue,t,2
5302,Honda,Corolla,2015,1800,152336,Karachi,MPV,Automatic,Hybrid,2468658,Silver,t,1
5303,Hyundai,Tucson,2021,1300,98772,Karachi,SUV,Automatic,Petrol,3969043,Brown,t,3
5305,Kia,City,2011,2400,177866,Faisalabad,Hatchback,Automatic,Petrol,2478328,Silver,t,2
5306,Honda,Civic,2010,1800,23114,Karachi,Crossover,Manual,Diesel,1359680,Green,t,3
5307,Toyota,City,2007,1500,6134,Islamabad,Sedan,Manual,CNG,4698987,Grey,t,3
5308,Mitsubishi,Sportage,2022,1800,100453,Islamabad,MPV,Manual,Hybrid,3992017,White,t,1
5310,Kia,Alto,2011,660,138580,Islamabad,Sedan,Automatic,Hybrid,4960294,Green,t,2
5312,Honda,City,2006,1000,56096,Multan,SUV,Manual,Diesel,4146648,Brown,t,2
5314,Kia,Mira,2023,1000,12133,Multan,Crossover,Manual,CNG,3262829,Red,t,3
5315,Suzuki,Civic,2015,2000,159788,Peshawar,Pickup,Automatic,Hybrid,3237618,Blue,t,1
5317,Kia,Tucson,2016,1800,157400,Faisalabad,SUV,Automatic,Diesel,3353690,Blue,t,1
5318,Toyota,Sportage,2023,1500,97364,Multan,Pickup,Manual,Hybrid,4992107,Silver,t,3
5320,Hyundai,Lancer,2008,1800,102388,Karachi,SUV,Manual,CNG,4261347,Silver,t,1
5325,Suzuki,Corolla,2013,660,40556,Karachi,Crossover,Manual,Diesel,4252729,Blue,f,3
5327,Daihatsu,Tucson,2014,1500,44512,Multan,MPV,Manual,Hybrid,3044027,Silver,t,1
5330,Honda,Sportage,2005,1300,96945,Faisalabad,Hatchback,Manual,Hybrid,3470852,White,f,3
5331,Mitsubishi,City,2005,660,93345,Multan,Crossover,Automatic,Petrol,2446310,Silver,t,2
5332,Kia,Sportage,2019,1600,9541,Quetta,SUV,Automatic,CNG,4278914,Red,t,4
5333,Kia,Cultus,2020,800,56029,Lahore,SUV,Manual,Hybrid,3099628,Blue,t,3
5334,Hyundai,Sportage,2011,660,157920,Quetta,Pickup,Automatic,Petrol,1699662,Grey,t,4
5338,Hyundai,Sportage,2010,1300,120502,Quetta,SUV,Automatic,Diesel,1465280,Blue,t,2
5339,Kia,Lancer,2009,660,148661,Islamabad,MPV,Manual,Diesel,3388061,White,t,3
5340,Suzuki,Sportage,2022,1800,132098,Faisalabad,Sedan,Automatic,Petrol,2963292,Green,t,1
5341,Toyota,Lancer,2023,1500,138359,Peshawar,Sedan,Automatic,Petrol,3870753,Blue,t,1
5342,Daihatsu,Mira,2016,1800,166522,Lahore,Hatchback,Manual,Hybrid,500097,Green,t,2
5343,Honda,Lancer,2020,1600,49271,Karachi,Sedan,Automatic,Diesel,4236033,Grey,f,1
5344,Toyota,Cultus,2005,1000,31541,Peshawar,Pickup,Manual,CNG,2526192,Red,t,4
5292,Kia,Lancer,2023,800,,Karachi,Crossover,Manual,Hybrid,1435971,Red,t,4
5287,Toyota,Sportage,2008,1000,52917,Lahore,Pickup,Manual,Petrol,-4167232,Grey,t,3
5324,Kia,Alto,2007,800,,Multan,MPV,Automatic,Petrol,2709937,Grey,t,1
5316,Toyota,City,2015,800,63121,,Crossover,Automatic,CNG,4812959,Silver,t,3
5304,Suzuki,Corolla,2035,1300,,Islamabad,Hatchback,Manual,CNG,2407824,Red,t,4
5319,Toyota,Mira,2006,2000,107023,Multan,Hatchback,Manual,Petrol,-2479790,Red,f,3
5326,Mitsubishi,Cultus,2017,1000,57909,Multan,Hatchback,Automatic,CNG,-3663801,White,t,1
5335,Mitsubishi,Civic,2017,1500,84975,Karachi,SUV,Automatic,Hybrid,-4509208,Silver,t,2
5281,Daihatsu,Mira,2023,28932,175944,Quetta,SUV,Automatic,Diesel,4454087,Grey,t,4
5322,Hyundai,Corolla,2022,47191,204006,Faisalabad,Crossover,Manual,CNG,1332210,White,t,4
5336,Honda,Corolla,2022,1500,114775,Quetta,SUV,autmatic,Hybrid,4461161,Silver,t,4
5282,Mitsubishi,Corolla,2014,1500,64546,Karachi,Crossover,Automatic,deisel,4190253,Blue,t,2
5290,Daihatsu,Cultus,2017,2400,196502,Karachi,Hatchback,Manual,PETROL,3796585,Blue,t,3
5298,Toyota,Tucson,2010,1500,25898,Lahore,Sedan,Automatic,PETROL,1171100,Silver,t,2
5323,Toyota,Cultus,2013,1300,,Faisalabad,Pickup,Manual,Gas,1376518,Grey,t,2
5321,Honda,Alto,2099,800,195765,Peshawar,Pickup,Manual,Gas,856499,Blue,t,3
5345,Suzuki,Sportage,2019,1500,6281,Karachi,Pickup,Automatic,CNG,1743228,White,t,4
5346,Honda,Tucson,2014,2400,84101,Peshawar,Sedan,Manual,Diesel,2186572,Brown,t,1
5347,Toyota,Tucson,2006,1000,135110,Lahore,MPV,Manual,Hybrid,4237587,Red,t,4
5348,Daihatsu,Civic,2006,1800,140445,Islamabad,Sedan,Manual,Petrol,4429343,Black,f,1
5349,Kia,Lancer,2010,1000,30451,Quetta,Sedan,Automatic,CNG,3471607,Green,t,2
5350,Suzuki,Sportage,2011,2400,67495,Karachi,Crossover,Automatic,Petrol,749670,Brown,t,2
5351,Kia,Corolla,2006,800,67628,Multan,MPV,Manual,Hybrid,3897191,Grey,t,1
5353,Suzuki,Civic,2022,1000,160990,Multan,Hatchback,Manual,Diesel,2076440,Green,t,1
5355,Hyundai,City,2006,1000,70802,Multan,Hatchback,Manual,CNG,631202,Red,t,4
5360,Suzuki,Corolla,2014,1600,138895,Karachi,Pickup,Manual,Hybrid,1295887,Black,t,2
5361,Daihatsu,Civic,2007,1800,61154,Faisalabad,Pickup,Automatic,Hybrid,2379849,Grey,t,1
5362,Hyundai,Alto,2016,660,130780,Islamabad,MPV,Manual,Diesel,2909229,Green,f,3
5363,Kia,City,2018,1800,47411,Quetta,Sedan,Manual,CNG,4938536,Blue,t,1
5364,Hyundai,City,2018,1500,163319,Peshawar,Sedan,Manual,Hybrid,2378272,Brown,t,1
5366,Mitsubishi,Corolla,2021,800,72442,Karachi,SUV,Automatic,Petrol,4614910,Grey,t,4
5367,Hyundai,Lancer,2019,660,86988,Multan,SUV,Automatic,Diesel,3053007,Grey,t,4
5368,Kia,Cultus,2018,1500,126056,Islamabad,Sedan,Automatic,Hybrid,1783840,Green,t,4
5369,Kia,Alto,2013,1000,63635,Lahore,Sedan,Manual,CNG,2998280,Green,f,2
5370,Honda,Cultus,2018,2400,20826,Islamabad,Hatchback,Automatic,Petrol,1761118,Green,t,1
5373,Mitsubishi,Corolla,2011,2000,95041,Peshawar,SUV,Manual,Hybrid,4271564,Green,t,3
5374,Suzuki,Corolla,2020,1600,71173,Karachi,Crossover,Automatic,Hybrid,3706548,Silver,t,4
5375,Kia,Sportage,2013,1500,76485,Islamabad,MPV,Manual,CNG,2823633,Green,t,2
5376,Suzuki,Lancer,2012,1600,97704,Faisalabad,Pickup,Manual,Hybrid,4302282,Black,t,2
5377,Hyundai,Alto,2005,800,140372,Lahore,Sedan,Manual,Diesel,2837335,White,t,2
5378,Honda,Sportage,2010,1000,119861,Quetta,Hatchback,Manual,Diesel,2789708,Silver,t,4
5380,Suzuki,Cultus,2012,1600,156369,Karachi,MPV,Manual,Hybrid,1385881,Blue,t,4
5382,Mitsubishi,Civic,2023,1600,81826,Karachi,SUV,Automatic,Diesel,2473797,Grey,t,2
5383,Hyundai,Cultus,2008,660,56645,Quetta,Crossover,Manual,Diesel,3331878,Silver,t,2
5385,Mitsubishi,City,2012,1300,130014,Peshawar,Crossover,Automatic,CNG,4479097,Black,t,1
5386,Suzuki,Lancer,2007,2000,115751,Lahore,SUV,Manual,Hybrid,2111069,Green,t,4
5387,Kia,Alto,2018,1500,108070,Faisalabad,Sedan,Manual,Hybrid,1667528,Silver,t,3
5389,Honda,Cultus,2015,800,174379,Islamabad,Hatchback,Automatic,Petrol,2733032,Silver,t,3
5391,Toyota,Lancer,2020,1500,35293,Islamabad,Hatchback,Manual,Petrol,3010209,Black,f,4
5393,Honda,Corolla,2006,2400,39889,Karachi,Sedan,Manual,Diesel,2986083,Grey,t,2
5394,Daihatsu,Corolla,2017,660,198138,Multan,MPV,Manual,Petrol,934641,Silver,f,4
5395,Mitsubishi,Sportage,2018,1800,188630,Lahore,Crossover,Manual,Hybrid,3999774,Red,t,4
5396,Toyota,Sportage,2012,2400,95697,Faisalabad,MPV,Automatic,Hybrid,1568608,Grey,t,1
5397,Honda,Mira,2018,660,141896,Karachi,Crossover,Automatic,Petrol,4637900,Red,t,2
5398,Toyota,City,2018,1300,142697,Islamabad,SUV,Manual,Diesel,1339089,Red,t,1
5401,Honda,Alto,2009,2000,195303,Quetta,MPV,Manual,Hybrid,511504,Silver,t,3
5407,Mitsubishi,Sportage,2019,2400,19845,Faisalabad,Sedan,Automatic,CNG,797813,White,t,1
5408,Mitsubishi,Civic,2012,1500,194196,Quetta,Pickup,Manual,CNG,3962205,Green,t,3
5410,Honda,Cultus,2010,1800,174757,Quetta,Sedan,Automatic,Hybrid,2222102,Brown,t,4
5412,Kia,Corolla,2018,800,48444,Islamabad,Sedan,Automatic,Hybrid,921095,Silver,t,3
5413,Suzuki,Mira,2012,2000,27768,Karachi,Sedan,Manual,Petrol,1066744,Brown,t,1
5414,Toyota,Lancer,2011,1500,128302,Peshawar,SUV,Manual,CNG,3045753,Grey,t,2
5358,Honda,Corolla,2012,800,,Peshawar,Sedan,Automatic,CNG,826830,Silver,t,1
5371,Suzuki,Lancer,2022,660,,Islamabad,Sedan,Manual,Petrol,1734087,Brown,t,2
5384,Honda,Lancer,2015,1600,,Faisalabad,Crossover,Manual,Diesel,3966432,Grey,t,3
5359,Daihatsu,Tucson,2023,2000,37027,,MPV,Automatic,CNG,2430142,Red,t,2
5388,Mitsubishi,Tucson,2014,2400,48396,,SUV,Manual,Petrol,4873386,Black,t,4
5392,Toyota,Corolla,2010,1800,22269,,MPV,Automatic,Petrol,2773324,Silver,t,3
5354,Suzuki,Lancer,2035,1000,107083,Faisalabad,Crossover,Automatic,Hybrid,1707922,White,t,1
5403,Toyota,Lancer,1800,1800,87952,Peshawar,SUV,Manual,CNG,2049607,Black,t,1
5357,Mitsubishi,Lancer,2007,45894,91048,Peshawar,Pickup,Automatic,Petrol,3440225,White,t,4
5399,Daihatsu,Sportage,2009,25005,134864,Islamabad,MPV,Automatic,Hybrid,1687378,White,t,3
5409,Toyota,Civic,2009,10722,179418,Islamabad,Sedan,Automatic,Hybrid,3330521,White,t,2
5381,Toyota,City,2023,2000,131200,Peshawar,Hatchback,MANUAL ,Hybrid,1578037,Black,t,2
5400,Daihatsu,City,2007,660,172426,Multan,Pickup,Manuall,Petrol,1432772,Black,t,1
5402,Honda,Civic,2006,660,98803,Multan,Sedan,MANUAL ,CNG,1059144,White,t,2
5411,Hyundai,Mira,2006,660,72350,Faisalabad,Crossover,Manuall,Petrol,2845242,Brown,t,3
5356,Honda,Civic,2023,2000,19073,Lahore,SUV,Automatic,deisel,1760648,Red,t,2
5365,Honda,Civic,2014,1600,5485,Peshawar,Hatchback,Automatic,Gas,4326926,Brown,t,1
5390,Toyota,Civic,2022,800,132909,Lahore,Sedan,Manual,Gazoline,4150125,Silver,t,4
5379,Honda,Alto,2012,1800,156164,Peshawar,Crossover,Automatic,Gas,-1884737,Blue,t,2
5415,Toyota,Mira,2007,1800,51890,Multan,Crossover,Manual,Diesel,3476140,Green,t,2
5416,Daihatsu,Sportage,2018,1000,151706,Faisalabad,Hatchback,Automatic,CNG,1829363,Brown,t,2
5417,Kia,Alto,2014,660,47326,Karachi,Pickup,Manual,Petrol,2435383,Brown,t,3
5418,Toyota,Tucson,2015,800,90863,Islamabad,Pickup,Manual,Diesel,4054654,Blue,t,1
5419,Mitsubishi,Alto,2015,1800,43375,Multan,SUV,Automatic,Petrol,2113437,White,t,4
5420,Honda,Sportage,2005,1500,154269,Multan,Hatchback,Automatic,Diesel,3107904,White,t,3
5421,Honda,Sportage,2017,1800,131619,Lahore,Crossover,Manual,Hybrid,674611,Black,t,2
5422,Kia,Sportage,2015,1000,38258,Multan,MPV,Manual,Diesel,3457483,White,f,3
5423,Hyundai,Tucson,2020,660,126762,Multan,MPV,Manual,Hybrid,564192,Black,t,2
5425,Toyota,Corolla,2017,660,62664,Karachi,Sedan,Automatic,CNG,4952066,Black,t,4
5426,Suzuki,City,2015,2000,159825,Karachi,Pickup,Manual,Petrol,2875868,Silver,t,3
5427,Toyota,City,2019,2000,122753,Multan,MPV,Manual,Hybrid,4075767,Red,t,2
5428,Toyota,Tucson,2016,1500,125232,Multan,Sedan,Automatic,CNG,2404435,Red,t,3
5429,Toyota,Lancer,2005,1000,57640,Peshawar,MPV,Automatic,Diesel,1189118,Silver,t,3
5432,Mitsubishi,Sportage,2010,660,183712,Karachi,Hatchback,Manual,Diesel,4847543,White,f,4
5433,Honda,City,2013,800,22274,Lahore,Crossover,Manual,Petrol,998616,Red,t,1
5434,Honda,Lancer,2011,660,27268,Karachi,Crossover,Manual,Petrol,2269221,Grey,t,2
5435,Honda,Tucson,2011,1500,138868,Quetta,MPV,Manual,CNG,1961015,Green,t,2
5436,Suzuki,Mira,2017,660,52056,Quetta,SUV,Manual,CNG,3075139,Brown,t,3
5437,Kia,Cultus,2022,1600,26050,Multan,Pickup,Manual,Petrol,2002528,Silver,t,4
5439,Kia,Tucson,2018,1500,16624,Islamabad,Pickup,Automatic,Diesel,4132547,Brown,t,1
5440,Suzuki,Civic,2005,1600,33077,Multan,Pickup,Automatic,Petrol,2840923,Black,t,4
5441,Mitsubishi,Corolla,2022,2400,141620,Peshawar,Crossover,Manual,CNG,1148732,Brown,t,1
5442,Daihatsu,Tucson,2005,1000,106105,Quetta,MPV,Automatic,Petrol,3571883,Green,t,3
5444,Daihatsu,Corolla,2013,2400,196898,Islamabad,MPV,Automatic,CNG,878667,Blue,t,4
5445,Honda,Corolla,2020,1000,73649,Peshawar,Pickup,Automatic,Petrol,3812550,Green,t,4
5448,Honda,Mira,2014,1500,146557,Islamabad,Sedan,Automatic,Hybrid,2550872,Grey,t,2
5450,Suzuki,Mira,2022,2400,204255,Quetta,Crossover,Manual,Petrol,4791879,White,t,2
5451,Toyota,Civic,2021,660,107077,Islamabad,Sedan,Manual,Hybrid,541080,Red,t,3
5452,Toyota,Lancer,2005,2400,189976,Peshawar,SUV,Automatic,Hybrid,1415650,Silver,t,3
5455,Toyota,Tucson,2006,1600,33171,Peshawar,Crossover,Automatic,Petrol,1755674,Grey,t,4
5456,Suzuki,City,2017,2400,160267,Peshawar,Pickup,Manual,CNG,3935800,Blue,t,4
5457,Mitsubishi,Sportage,2011,1300,36165,Quetta,Crossover,Automatic,CNG,2276722,Silver,t,4
5460,Mitsubishi,Cultus,2013,1500,153480,Quetta,SUV,Automatic,Hybrid,4381452,Silver,t,4
5462,Daihatsu,Cultus,2014,1600,135606,Lahore,Crossover,Manual,Diesel,3886473,Black,t,4
5463,Hyundai,Sportage,2007,1500,123055,Multan,Sedan,Automatic,Petrol,4907878,Black,t,2
5464,Hyundai,Sportage,2014,800,186890,Faisalabad,MPV,Manual,Petrol,2904517,Brown,t,3
5466,Mitsubishi,City,2022,1500,93203,Quetta,SUV,Automatic,CNG,4910062,Grey,t,4
5467,Toyota,Alto,2008,1000,127086,Karachi,SUV,Automatic,Petrol,1149455,Blue,t,2
5468,Mitsubishi,Tucson,2023,660,113557,Multan,Sedan,Automatic,Diesel,967245,Grey,t,2
5469,Toyota,Cultus,2017,1000,47042,Lahore,Crossover,Automatic,CNG,4468626,Silver,t,3
5470,Suzuki,Mira,2011,1600,163621,Quetta,SUV,Manual,Hybrid,1444907,Blue,t,2
5471,Mitsubishi,Tucson,2015,1600,71151,Peshawar,MPV,Automatic,Diesel,3410053,Blue,t,2
5472,Suzuki,Lancer,2023,1500,28108,Islamabad,SUV,Manual,Petrol,4945759,Blue,t,3
5476,Daihatsu,City,2021,660,23230,Multan,Pickup,Automatic,Petrol,2292534,Blue,t,4
5477,Kia,Lancer,2009,1800,78878,Multan,Pickup,Automatic,Petrol,4371912,Red,t,1
5478,Toyota,Alto,2009,660,147746,Multan,Sedan,Manual,Petrol,4498786,Blue,t,4
5479,Toyota,Mira,2008,800,128383,Islamabad,Hatchback,Automatic,Hybrid,4754507,Brown,t,1
5480,Hyundai,City,2020,1800,17629,Quetta,Crossover,Manual,Diesel,3648593,White,t,2
5481,Honda,City,2014,1000,110484,Islamabad,Sedan,Manual,Diesel,725377,Red,t,1
5482,Daihatsu,Alto,2013,1500,43926,Faisalabad,Crossover,Manual,Hybrid,3419313,Red,t,4
5483,Suzuki,City,2012,1800,193754,Karachi,MPV,Manual,Hybrid,507786,Blue,t,3
5484,Suzuki,Alto,2013,660,150155,Quetta,SUV,Automatic,Diesel,1726671,Black,t,4
5431,Suzuki,Tucson,2017,2400,93209,Faisalabad,Sedan,Manual,Gas,765238,Grey,t,1
5443,Honda,Civic,2005,1000,,Lahore,Crossover,Manual,Hybrid,937602,Silver,t,1
5438,Hyundai,Corolla,2015,800,106838,,Crossover,Automatic,Diesel,1293835,Silver,f,4
5459,Mitsubishi,Tucson,2019,1300,90474,,MPV,Automatic,Petrol,3693345,Blue,t,2
5453,Kia,Lancer,2015,1500,26824,Multan,Sedan,Automatic,PETROL,2326799,Red,t,3
5473,Suzuki,Civic,1800,660,85622,Faisalabad,Crossover,Manual,CNG,510062,Grey,t,4
5458,Daihatsu,Alto,2007,2400,168923,Faisalabad,Crossover,AUTO,CNG,1617979,Blue,t,2
5475,Honda,City,2013,1800,64064,Multan,Crossover,Manuall,Hybrid,4035407,Grey,f,2
5424,Kia,Corolla,2012,660,,Multan,MPV,AUTO,Petrol,902650,Black,t,2
5430,Kia,Mira,2035,800,173907,Karachi,MPV,autmatic,CNG,3605853,White,t,2
5465,Suzuki,Sportage,2007,42658,132265,Islamabad,Crossover,Automatic,Gas,3785750,Red,f,4
5485,Toyota,Alto,2020,2000,177653,Faisalabad,Pickup,Manual,CNG,2484025,Silver,t,2
5486,Toyota,Civic,2011,1800,13195,Peshawar,Hatchback,Manual,Petrol,2354642,Silver,t,2
5487,Hyundai,Lancer,2011,2400,93473,Multan,Pickup,Automatic,Hybrid,1131766,White,t,3
5488,Mitsubishi,Lancer,2021,1300,88433,Faisalabad,MPV,Manual,Petrol,4444469,Brown,t,3
5489,Toyota,Cultus,2020,2400,151870,Lahore,Sedan,Automatic,Petrol,2704555,Blue,t,4
5491,Suzuki,Alto,2016,800,99791,Peshawar,Hatchback,Manual,Petrol,1972649,Black,f,1
5493,Toyota,Corolla,2013,1000,168688,Islamabad,Pickup,Automatic,Diesel,3635021,Black,t,2
5494,Suzuki,Sportage,2008,1300,76983,Lahore,SUV,Manual,Petrol,3697031,Green,t,4
5495,Mitsubishi,Cultus,2023,800,55339,Karachi,Pickup,Automatic,Hybrid,3693077,White,t,3
5498,Kia,Cultus,2016,1000,74656,Karachi,MPV,Automatic,Diesel,3769944,Green,t,4
5499,Toyota,Tucson,2018,1000,105323,Karachi,Hatchback,Automatic,Petrol,967649,Grey,t,3
5500,Daihatsu,Alto,2007,1500,101700,Islamabad,Hatchback,Manual,Diesel,1659466,Green,t,2
5501,Mitsubishi,Cultus,2022,800,160885,Lahore,Crossover,Automatic,Diesel,4895673,Brown,t,4
5502,Mitsubishi,City,2018,1000,189375,Multan,MPV,Manual,CNG,2299439,Green,t,4
5503,Mitsubishi,Cultus,2016,2000,173794,Multan,Hatchback,Automatic,Diesel,549693,White,f,1
5504,Honda,Civic,2007,1600,166420,Peshawar,Pickup,Automatic,Diesel,994287,Brown,t,4
5505,Suzuki,Corolla,2017,1000,146768,Islamabad,MPV,Manual,CNG,1585447,Blue,t,2
5506,Honda,Cultus,2019,660,158179,Peshawar,Pickup,Automatic,Diesel,4905412,Green,t,4
5509,Daihatsu,City,2016,1800,164504,Peshawar,Crossover,Automatic,Diesel,2498944,Black,f,4
5510,Suzuki,City,2009,1300,73989,Peshawar,MPV,Automatic,Diesel,3874562,Silver,t,3
5514,Mitsubishi,Sportage,2022,1600,13020,Karachi,Crossover,Automatic,Diesel,2892620,Silver,t,2
5516,Hyundai,Cultus,2019,2400,49966,Multan,Pickup,Automatic,Hybrid,1637774,Red,t,3
5517,Honda,City,2009,1800,181688,Karachi,Crossover,Automatic,Diesel,2936079,Green,t,1
5518,Daihatsu,City,2020,1500,194816,Islamabad,SUV,Manual,CNG,1108926,Blue,t,3
5520,Honda,Corolla,2019,800,24162,Islamabad,SUV,Automatic,Hybrid,3930063,White,f,2
5521,Hyundai,Sportage,2021,1600,81563,Karachi,SUV,Manual,Petrol,1655015,White,t,4
5523,Hyundai,Civic,2006,1300,56354,Karachi,Pickup,Automatic,Hybrid,2036661,White,t,3
5525,Kia,Civic,2017,1500,101698,Multan,Hatchback,Manual,Hybrid,2368956,Black,t,2
5526,Hyundai,Cultus,2013,2000,24868,Quetta,Crossover,Manual,Diesel,4454166,Grey,t,3
5527,Honda,Civic,2017,1300,65045,Islamabad,MPV,Automatic,CNG,1280677,Grey,t,2
5528,Kia,Tucson,2013,800,190172,Lahore,Crossover,Automatic,CNG,4093689,Green,t,1
5529,Hyundai,Sportage,2022,1500,140193,Quetta,Crossover,Automatic,CNG,4485355,Grey,f,4
5531,Toyota,Lancer,2008,660,128573,Islamabad,Crossover,Manual,Petrol,3384251,Brown,t,3
5532,Honda,Alto,2008,2000,176927,Peshawar,MPV,Manual,Hybrid,1638522,Black,t,4
5535,Honda,Cultus,2006,1000,178051,Islamabad,SUV,Manual,Petrol,1639585,Red,t,4
5536,Honda,Tucson,2005,1800,122602,Faisalabad,MPV,Automatic,CNG,3365819,Blue,t,2
5537,Toyota,Corolla,2016,2000,35444,Faisalabad,Crossover,Manual,Diesel,4415269,White,t,4
